filename,Chewy(bread),Watery(like soup),Crunchy(vegetables  not chips or fried food),Crispy(Fried food/chips/toast),Soft(rice  noodles  bread),Tender(meat  shrimp  etc),Creamy(pudding  thick soup  egg yolk),Crumbly(Pie  tart  cookie)
00001868.jpg,0,0,0,0,1,0,1,0
00001869.jpg,0,0,1,0,0,0,1,1
00001870.jpg,1,0,0,0,1,0,1,0
00001871.jpg,0,0,0,0,1,1,0,0
00001872.jpg,0,0,0,0,1,0,1,0
00001873.jpg,1,1,1,0,1,1,1,0
00001874.jpg,1,1,1,0,1,0,1,0
00001875.jpg,0,0,0,0,1,0,1,0
00001876.jpg,0,0,0,0,1,0,1,0
00001877.jpg,1,0,1,0,1,0,0,0
00001878.jpg,0,0,1,0,1,1,0,0
00001879.jpg,0,0,0,0,1,0,1,0
00001881.jpg,1,0,0,0,1,1,0,0
00001882.jpg,1,0,1,0,1,1,1,0
00001883.jpg,0,0,1,0,1,1,1,0
00001884.jpg,0,0,1,0,1,1,0,0
00001885.jpg,1,0,1,0,0,1,0,0
00001886.jpg,1,0,1,0,1,1,0,0
00001887.jpg,1,0,1,0,1,1,1,0
00001888.jpg,1,0,1,0,1,1,0,0
00001889.jpg,1,0,1,1,1,1,1,0
00001890.jpg,1,0,1,0,1,0,0,0
00001891.jpg,1,0,1,0,1,1,0,0
00001892.jpg,1,0,1,0,1,0,0,0
00001893.jpg,0,0,1,0,1,0,0,0
00001894.jpg,1,0,1,0,1,0,0,0
00001895.jpg,0,1,0,0,1,0,1,0
00001896.jpg,0,0,0,0,1,0,1,0
00001897.jpg,1,1,0,0,1,0,0,0
00001898.jpg,0,0,1,0,1,0,1,0
00001899.jpg,1,1,0,0,1,0,1,0
00001900.jpg,1,0,1,0,0,0,0,0
00001901.jpg,1,0,0,0,1,1,1,0
00001902.jpg,0,0,1,1,0,0,1,0
00001903.jpg,1,0,1,0,0,1,0,0
00001904.jpg,1,0,1,0,1,1,0,0
00001905.jpg,1,0,1,0,1,1,1,0
00001906.jpg,1,0,1,0,1,1,0,0
00001907.jpg,1,0,1,0,1,1,0,0
00001908.jpg,1,0,1,0,1,0,1,0
00001909.jpg,1,0,1,0,1,0,0,0
00001910.jpg,0,0,1,0,1,1,1,0
00001911.jpg,1,0,1,0,1,1,0,0
00001912.jpg,0,1,1,0,1,0,1,0
00001913.jpg,0,1,0,0,1,0,0,0
00001914.jpg,1,0,0,0,1,1,1,0
00001915.jpg,1,0,1,1,1,1,1,0
00001916.jpg,1,0,1,0,1,1,0,0
00001917.jpg,0,0,0,0,1,0,1,0
00001918.jpg,0,0,1,0,1,0,1,0
00001919.jpg,0,0,0,0,1,0,1,0
00001920.jpg,1,0,1,1,1,1,1,0
00001921.jpg,1,0,1,0,1,0,0,0
00001922.jpg,1,0,1,0,1,0,1,0
00001923.jpg,0,0,0,0,1,0,1,0
00001924.jpg,1,0,1,0,1,0,0,0
00001925.jpg,0,0,0,0,1,0,1,0
00001926.jpg,0,0,1,0,1,0,1,0
00001927.jpg,1,0,1,0,1,0,0,0
00001928.jpg,1,0,1,0,1,1,0,0
00001929.jpg,1,0,1,0,1,0,0,0
00001930.jpg,1,0,1,0,1,1,0,0
00001931.jpg,0,0,1,0,1,0,0,0
00001932.jpg,1,0,1,0,1,1,1,0
00001933.jpg,1,0,1,0,1,0,0,0
00001934.jpg,1,0,0,0,1,1,0,0
00001935.jpg,1,0,1,0,1,1,0,0
00001936.jpg,0,0,1,0,1,0,0,0
00001937.jpg,0,1,1,1,0,0,1,0
00001938.jpg,0,0,0,0,1,0,1,0
00001939.jpg,0,0,1,0,1,1,0,0
00001940.jpg,1,0,0,0,1,1,0,0
00001941.jpg,1,0,0,0,1,1,0,0
00001942.jpg,0,0,0,0,1,0,1,0
00001943.jpg,0,1,1,0,1,0,0,0
00001944.jpg,1,0,0,0,1,0,1,0
00001945.jpg,1,0,0,0,1,0,1,0
00001946.jpg,1,0,1,0,1,1,1,0
00001947.jpg,1,0,1,0,1,0,1,0
00001948.jpg,1,0,1,0,1,0,0,0
00001949.jpg,1,0,1,0,1,1,0,0
00001950.jpg,0,0,0,0,1,0,1,0
00001951.jpg,1,1,0,0,1,0,1,0
00001952.jpg,1,0,1,0,1,0,0,0
00001953.jpg,1,0,0,0,0,1,1,0
00001954.jpg,1,0,1,0,1,1,0,0
00001955.jpg,1,0,1,0,1,1,0,0
00001956.jpg,1,0,1,0,1,0,0,0
00001957.jpg,1,0,1,0,1,1,0,0
00001958.jpg,1,0,1,0,1,0,1,0
00001959.jpg,1,0,1,0,1,0,0,0
00001960.jpg,1,0,1,1,1,1,0,0
00001961.jpg,0,0,0,0,1,0,1,0
00001962.jpg,0,0,0,0,1,0,1,0
00001963.jpg,1,0,1,0,1,1,0,0
00001964.jpg,1,0,1,0,0,1,1,0
00001965.jpg,0,1,1,0,0,0,0,0
00001966.jpg,1,0,0,0,0,0,1,0
00001967.jpg,1,0,1,1,1,1,0,0
00001968.jpg,1,0,0,0,1,0,0,0
00001969.jpg,1,0,1,0,1,1,0,0
00001970.jpg,1,0,0,0,1,1,0,0
00001971.jpg,1,0,1,0,1,0,0,0
00001972.jpg,1,0,1,0,1,0,0,0
00001973.jpg,0,0,1,0,1,1,1,0
00001974.jpg,0,1,1,0,1,0,0,0
00001975.jpg,1,0,1,1,1,1,0,0
00001976.jpg,1,1,1,0,1,0,1,0
00001978.jpg,0,0,1,0,1,0,1,0
00001979.jpg,0,0,0,0,1,0,1,0
00001980.jpg,1,0,1,0,1,0,0,0
00001981.jpg,1,0,1,0,1,0,0,0
00001982.jpg,1,0,1,0,0,1,0,0
00001983.jpg,1,0,1,0,1,0,1,0
00001984.jpg,1,0,1,0,1,1,0,0
00001985.jpg,1,0,1,0,1,0,0,0
00001986.jpg,0,0,1,0,0,0,1,1
00001987.jpg,0,0,1,0,1,0,1,0
00001988.jpg,1,0,1,0,1,0,0,1
00001989.jpg,1,0,1,0,1,0,1,0
00001990.jpg,1,0,1,0,1,1,0,0
00001991.jpg,0,0,1,0,0,0,1,0
00001992.jpg,0,0,0,0,1,0,1,0
00001993.jpg,1,1,1,0,0,1,0,0
00001994.jpg,0,1,1,0,1,0,0,0
00001995.jpg,1,0,1,0,1,0,1,0
00001996.jpg,1,0,1,0,1,1,0,0
00001997.jpg,1,0,1,0,1,1,0,0
00001998.jpg,0,0,0,0,1,1,1,0
00001999.jpg,1,0,1,0,1,1,1,0
00002000.jpg,1,0,0,0,1,0,1,0
00002001.jpg,1,0,1,0,0,0,1,0
00002002.jpg,0,0,1,0,1,0,1,0
00002003.jpg,1,0,1,0,1,0,0,0
00002004.jpg,1,0,1,0,1,1,0,0
00002005.jpg,1,0,1,0,1,1,0,0
00002006.jpg,1,0,0,0,1,1,0,0
00002007.jpg,1,0,1,0,1,1,1,0
00002008.jpg,1,0,0,0,1,0,0,0
00002009.jpg,1,0,1,0,1,0,0,0
00002010.jpg,1,0,0,0,1,0,1,0
00002011.jpg,1,0,1,0,1,1,1,0
00002012.jpg,0,0,1,0,1,0,0,0
00002013.jpg,1,0,1,0,0,1,0,0
00002014.jpg,1,0,1,0,1,1,1,0
00002015.jpg,1,0,1,0,0,0,0,1
00002016.jpg,0,1,0,0,0,0,0,1
00002017.jpg,0,1,0,0,1,0,0,0
00002018.jpg,0,0,0,0,1,0,0,1
00002019.jpg,0,0,1,0,1,0,1,0
00002020.jpg,1,0,1,0,1,1,0,0
00002021.jpg,1,1,0,0,1,0,0,0
00002022.jpg,1,0,1,1,1,1,1,0
00002023.jpg,1,0,1,0,1,0,1,0
00002024.jpg,1,0,1,1,1,0,0,0
00002025.jpg,1,0,1,0,1,1,0,0
00002026.jpg,0,0,1,0,1,1,0,0
00002027.jpg,1,0,0,0,1,0,1,0
00002028.jpg,1,0,1,0,1,1,1,0
00002029.jpg,1,0,1,0,1,0,1,0
00002030.jpg,1,0,1,0,1,0,1,0
00002031.jpg,1,0,0,0,1,0,0,0
00002032.jpg,1,0,0,0,0,1,1,0
00002034.jpg,1,0,0,0,1,0,0,0
00002035.jpg,0,0,0,0,1,1,1,0
00002036.jpg,1,0,1,0,0,0,1,0
00002037.jpg,1,0,1,0,1,0,0,0
00002038.jpg,1,0,1,0,1,1,0,0
00002039.jpg,0,0,0,0,1,0,0,0
00002040.jpg,1,0,1,0,1,0,0,0
00002041.jpg,1,0,1,0,1,0,0,0
00002042.jpg,1,0,1,0,0,0,1,0
00002043.jpg,1,0,0,1,1,1,1,0
00002044.jpg,1,0,1,0,1,1,0,0
00002045.jpg,0,0,1,0,1,0,1,0
00002046.jpg,1,0,0,0,1,0,0,0
00002047.jpg,1,0,1,0,1,0,0,0
00002048.jpg,1,0,1,0,1,1,0,0
00002049.jpg,1,0,1,0,1,0,0,0
00002050.jpg,0,0,1,0,1,1,0,0
00002052.jpg,1,0,1,0,1,1,0,0
00002053.jpg,1,0,1,0,1,0,0,0
00002054.jpg,1,0,0,0,1,1,1,0
00002055.jpg,1,0,1,0,1,1,1,0
00002056.jpg,1,0,1,0,0,0,1,0
00002057.jpg,1,0,1,0,0,0,0,0
00002058.jpg,1,0,1,0,0,1,0,0
00002059.jpg,0,1,0,0,1,0,0,0
00002060.jpg,1,0,1,0,1,1,0,0
00002061.jpg,1,0,1,0,1,1,0,0
00002062.jpg,1,1,1,1,1,1,0,0
00002063.jpg,0,0,0,0,1,0,0,0
00002064.jpg,1,0,0,0,1,0,1,0
00002065.jpg,0,1,0,0,1,0,0,0
00002066.jpg,0,0,1,0,1,0,1,0
00002067.jpg,1,0,1,0,1,1,0,0
00002068.jpg,1,0,0,0,1,1,0,0
00002069.jpg,1,0,1,0,1,0,0,0
00002070.jpg,1,0,1,0,1,1,0,0
00002071.jpg,1,0,1,0,1,0,1,0
00002072.jpg,1,0,1,0,1,0,1,0
00002073.jpg,0,0,1,0,1,0,1,0
00002074.jpg,1,0,1,0,1,1,0,0
00002075.jpg,0,0,1,0,1,1,1,0
00002076.jpg,0,0,1,0,0,0,0,0
00002077.jpg,0,0,1,0,1,0,1,0
00002078.jpg,1,0,0,0,1,0,0,0
00002079.jpg,1,0,1,0,1,1,0,0
00002080.jpg,0,0,0,0,1,0,1,0
00002081.jpg,1,0,1,0,1,0,0,0
00002082.jpg,1,0,1,0,1,0,0,0
00002083.jpg,1,0,1,0,1,1,0,0
00002084.jpg,1,0,1,0,1,0,0,0
00002085.jpg,1,0,1,0,1,1,0,0
00002086.jpg,0,0,1,0,1,0,0,0
00002087.jpg,0,0,1,0,1,0,1,0
00002088.jpg,1,0,1,0,0,1,0,0
00002089.jpg,0,0,1,0,1,0,1,0
00002090.jpg,1,0,1,0,1,0,0,0
00002091.jpg,1,0,1,0,0,0,0,0
00002092.jpg,1,0,1,0,1,1,1,0
00002093.jpg,0,0,0,0,1,0,1,0
00002094.jpg,1,0,0,1,1,1,0,0
00002095.jpg,1,0,0,0,1,0,0,0
00002096.jpg,0,0,0,0,1,0,1,0
00002097.jpg,1,0,0,1,0,0,1,0
00002098.jpg,1,0,1,0,1,1,0,0
00002100.jpg,1,0,1,0,1,1,1,0
00002101.jpg,1,0,1,0,1,0,1,0
00002102.jpg,1,0,0,1,1,1,0,0
00002103.jpg,0,0,1,0,1,0,0,0
00002104.jpg,1,0,1,0,1,0,0,0
00002105.jpg,1,0,1,0,1,1,0,0
00002107.jpg,0,0,1,0,1,0,1,0
00002108.jpg,1,0,1,0,1,0,0,0
00002109.jpg,1,0,0,0,1,0,0,0
00002110.jpg,0,1,1,0,0,0,0,1
00002111.jpg,1,0,1,0,1,1,1,0
00002112.jpg,1,0,1,0,1,1,1,0
00002113.jpg,1,0,0,0,1,1,0,0
00002114.jpg,1,0,1,0,1,1,0,0
00002115.jpg,1,0,0,0,1,0,1,0
00002116.jpg,1,0,1,0,1,1,0,0
00002117.jpg,0,0,1,0,1,0,0,0
00002118.jpg,0,0,0,0,1,0,1,0
00002119.jpg,1,0,0,0,1,0,1,0
00002120.jpg,0,0,0,0,0,0,1,1
00002121.jpg,1,0,1,0,1,1,0,0
00002122.jpg,0,0,1,0,1,1,0,0
00002123.jpg,0,0,1,0,1,0,1,0
00002124.jpg,0,0,0,1,0,0,1,0
00002125.jpg,1,0,1,0,1,1,1,0
00002126.jpg,1,1,0,0,1,1,0,0
00002127.jpg,1,0,0,0,1,0,1,0
00002128.jpg,1,0,0,0,1,1,0,0
00002129.jpg,1,0,1,0,1,0,0,0
00002130.jpg,0,0,1,0,0,0,1,0
00002131.jpg,1,0,0,0,1,0,1,0
00002132.jpg,1,0,1,0,1,1,0,0
00002133.jpg,0,0,1,0,1,0,0,0
00002134.jpg,0,0,0,0,1,0,1,0
00002135.jpg,0,0,1,0,0,0,1,0
00002136.jpg,1,0,1,0,1,1,0,0
00002137.jpg,1,0,1,0,1,1,0,0
00002138.jpg,1,0,0,0,1,1,0,0
00002139.jpg,0,1,0,0,0,0,1,0
00002140.jpg,1,0,1,0,1,0,0,0
00002141.jpg,0,0,1,0,1,0,1,0
00002142.jpg,1,0,1,0,1,1,1,0
00002143.jpg,1,0,1,0,1,1,1,0
00002144.jpg,1,0,1,0,1,0,0,0
00002145.jpg,1,0,0,0,1,0,0,0
00002146.jpg,1,0,1,0,1,1,0,0
00002147.jpg,1,1,1,0,1,0,1,0
00002148.jpg,0,0,1,0,1,1,0,0
00002149.jpg,1,0,1,0,1,1,1,0
00002150.jpg,0,0,1,0,1,1,0,0
00002151.jpg,0,0,1,0,1,0,0,0
00002152.jpg,1,0,1,0,1,0,0,0
00002153.jpg,1,1,0,0,1,0,0,0
00002154.jpg,1,0,1,0,1,1,0,0
00002155.jpg,1,0,1,0,1,0,0,0
00002157.jpg,0,0,0,0,1,0,1,0
00002158.jpg,1,0,1,0,1,0,0,0
00002159.jpg,0,1,1,0,1,0,0,0
00002160.jpg,1,0,0,0,1,0,1,0
00002161.jpg,1,0,1,0,1,0,0,0
00002162.jpg,1,1,0,0,1,1,1,0
00002163.jpg,0,0,0,0,1,0,0,1
00002164.jpg,1,0,0,0,1,1,0,0
00002165.jpg,1,0,1,0,1,1,0,0
00002166.jpg,0,0,0,0,1,0,1,0
00002167.jpg,1,1,1,0,1,1,0,0
00002168.jpg,1,0,1,0,1,1,1,0
00002169.jpg,0,1,0,0,0,0,1,0
00002170.jpg,1,0,0,0,1,0,0,0
00002171.jpg,0,0,0,0,1,0,1,0
00002172.jpg,1,0,0,0,1,0,1,0
00002173.jpg,0,0,1,0,1,0,1,0
00002174.jpg,1,0,1,0,1,1,0,0
00002175.jpg,0,0,0,0,1,0,1,0
00002176.jpg,0,0,0,0,1,0,1,0
00002178.jpg,0,0,1,0,1,0,1,0
00002179.jpg,0,0,1,0,1,0,0,0
00002180.jpg,1,0,1,0,1,1,0,0
00002181.jpg,1,0,1,1,1,0,0,0
00002182.jpg,0,0,1,0,1,0,0,0
00002183.jpg,1,0,1,0,1,1,0,0
00002184.jpg,1,0,1,0,1,0,1,0
00002185.jpg,0,0,1,0,0,1,1,0
00002186.jpg,1,0,1,0,0,1,0,0
00002187.jpg,1,0,1,0,1,1,0,0
00002188.jpg,1,0,1,0,1,1,0,0
00002189.jpg,1,0,1,0,1,1,0,0
00002190.jpg,1,0,1,0,1,0,0,0
00002191.jpg,0,1,1,0,1,0,0,0
00002192.jpg,1,0,0,0,1,0,0,0
00002193.jpg,0,0,1,0,0,0,0,0
00002194.jpg,1,0,1,0,1,1,0,0
00002195.jpg,0,0,1,0,1,0,1,0
00002196.jpg,1,0,1,0,1,1,1,0
00002197.jpg,0,0,1,0,1,0,1,0
00002198.jpg,1,0,1,0,1,1,0,0
00002199.jpg,1,0,1,0,1,1,0,0
00002200.jpg,0,0,1,0,1,0,0,0
00002201.jpg,0,1,0,0,0,0,0,1
00002202.jpg,1,0,1,0,1,1,1,0
00002203.jpg,0,0,0,0,1,0,1,0
00002204.jpg,1,0,1,0,1,1,1,0
00002205.jpg,1,0,0,0,1,1,0,0
00002206.jpg,0,0,1,0,1,0,0,0
00002207.jpg,1,1,1,0,0,0,0,0
00002208.jpg,1,0,1,0,1,0,0,0
00002209.jpg,1,0,0,0,1,1,0,0
00002210.jpg,1,0,1,0,1,1,0,0
00002211.jpg,1,0,1,0,1,1,0,0
00002212.jpg,0,0,0,0,1,0,1,0
00002213.jpg,1,0,1,0,1,0,1,0
00002214.jpg,1,0,1,0,1,0,1,0
00002215.jpg,1,0,0,0,1,0,1,0
00002216.jpg,1,0,1,0,1,0,0,0
00002217.jpg,1,0,1,1,1,1,1,0
00002218.jpg,1,0,1,0,1,1,0,0
00002219.jpg,0,1,0,0,1,0,1,0
00002220.jpg,0,0,1,0,0,0,0,0
00002221.jpg,0,0,1,0,1,1,1,0
00002222.jpg,1,0,1,0,1,1,0,0
00002223.jpg,1,0,1,0,1,1,0,0
00002224.jpg,0,1,0,0,1,0,1,0
00002225.jpg,1,0,1,0,1,0,0,0
00002226.jpg,1,0,1,0,1,0,1,0
00002227.jpg,1,0,1,0,1,1,1,0
00002228.jpg,0,0,0,1,0,0,1,0
00002229.jpg,1,0,1,0,1,0,1,0
00002230.jpg,1,0,1,0,1,1,0,0
00002231.jpg,0,0,1,0,1,1,0,0
00002232.jpg,1,0,1,0,1,1,1,0
00002233.jpg,1,0,1,0,1,1,0,0
00002234.jpg,0,0,1,0,1,1,1,0
00002235.jpg,1,0,1,0,1,0,1,0
00002236.jpg,1,1,1,1,1,1,1,0
00002237.jpg,1,0,1,0,1,1,0,0
00002238.jpg,1,0,1,0,1,1,0,0
00002239.jpg,0,0,0,0,1,1,0,0
00002240.jpg,1,0,1,0,1,1,1,0
00002241.jpg,0,0,0,0,1,0,1,0
00002242.jpg,1,0,0,0,1,0,1,0
00002243.jpg,0,0,0,0,1,0,1,0
00002244.jpg,0,0,0,0,1,0,1,0
00002245.jpg,1,0,1,0,1,0,0,0
00002246.jpg,1,0,0,0,1,0,0,0
00002247.jpg,1,1,1,0,0,1,1,0
00002248.jpg,0,0,0,0,1,0,1,0
00002249.jpg,0,0,1,0,1,0,0,0
00002250.jpg,1,0,1,0,1,0,0,0
00002251.jpg,1,0,1,0,1,1,1,0
00002252.jpg,1,0,1,0,1,0,0,0
00002254.jpg,1,0,1,0,1,1,0,0
00002255.jpg,1,1,0,0,1,1,0,0
00002256.jpg,1,0,1,0,0,0,0,0
00002257.jpg,0,0,1,0,1,0,1,0
00002258.jpg,1,0,1,0,1,1,0,0
00002259.jpg,1,0,1,0,0,1,0,0
00002260.jpg,1,1,1,0,1,1,1,0
00002261.jpg,1,0,1,0,1,0,1,0
00002262.jpg,1,0,1,0,0,0,1,0
00002263.jpg,1,0,1,0,1,1,0,0
00002264.jpg,1,0,1,0,1,1,0,0
00002265.jpg,0,1,0,0,1,0,1,0
00002266.jpg,1,0,1,0,1,0,0,0
00002267.jpg,1,1,0,0,1,1,0,0
00002268.jpg,1,0,1,0,0,1,0,0
00002269.jpg,1,0,0,0,1,0,1,0
00002271.jpg,1,0,1,0,1,1,0,0
00002272.jpg,0,0,1,0,0,0,1,0
00002273.jpg,1,0,0,1,0,1,0,0
00002274.jpg,1,0,1,0,1,1,0,0
00002275.jpg,1,0,0,0,1,0,1,1
00002276.jpg,1,0,1,0,1,0,0,0
00002277.jpg,1,1,1,0,1,0,0,0
00002278.jpg,1,0,1,0,0,0,1,0
00002279.jpg,0,0,1,0,1,1,0,0
00002280.jpg,1,0,1,0,1,0,0,0
00002281.jpg,1,0,0,0,1,1,0,0
00002282.jpg,0,0,1,0,1,0,0,0
00002283.jpg,1,0,1,0,1,1,0,0
00002284.jpg,0,0,0,0,1,0,1,0
00002285.jpg,0,0,1,0,1,0,0,0
00002286.jpg,0,0,1,0,1,0,1,0
00002288.jpg,1,0,0,0,1,0,1,0
00002289.jpg,0,0,0,0,1,0,1,0
00002290.jpg,1,0,1,0,1,1,0,0
00002291.jpg,1,0,1,0,1,0,0,0
00002292.jpg,0,0,1,0,1,0,1,0
00002293.jpg,0,0,0,0,1,0,1,0
00002294.jpg,1,0,0,0,1,0,0,0
00002295.jpg,1,0,1,0,1,0,0,0
00002296.jpg,1,0,1,0,0,0,0,0
00002297.jpg,0,0,0,0,1,0,1,0
00002298.jpg,1,1,0,0,1,0,0,0
00002299.jpg,0,0,0,0,1,0,1,0
00002300.jpg,1,0,1,0,1,0,0,0
00002301.jpg,0,0,1,0,1,0,1,0
00002302.jpg,1,0,1,0,1,1,1,0
00002303.jpg,0,0,1,0,0,0,0,0
00002304.jpg,1,0,1,0,1,1,0,0
00002305.jpg,1,0,1,0,1,1,0,0
00002306.jpg,1,0,1,0,1,1,1,0
00002307.jpg,0,0,1,0,1,1,0,0
00002308.jpg,0,0,0,0,1,0,1,0
00002309.jpg,1,0,1,0,1,1,1,0
00002310.jpg,0,0,1,0,0,0,1,0
00002311.jpg,0,1,0,0,1,0,1,0
00002312.jpg,1,0,1,0,1,1,0,0
00002313.jpg,0,1,1,0,1,0,0,0
00002314.jpg,1,0,1,0,1,1,0,0
00002315.jpg,0,0,1,0,1,0,1,0
00002316.jpg,0,0,1,0,1,0,1,0
00002317.jpg,0,0,1,0,1,0,1,0
00002318.jpg,1,0,1,0,0,1,1,0
00002319.jpg,0,1,0,0,0,0,0,1
00002320.jpg,0,0,1,0,0,1,1,0
00002321.jpg,0,1,0,0,1,0,0,0
00002322.jpg,0,0,1,0,1,0,0,0
00002323.jpg,0,0,1,0,0,1,0,0
00002324.jpg,1,0,1,0,1,1,1,0
00002325.jpg,0,1,0,0,1,0,0,0
00002326.jpg,1,0,1,0,0,1,0,0
00002327.jpg,1,0,0,0,1,1,0,0
00002328.jpg,0,0,1,0,0,0,1,0
00002329.jpg,1,0,0,0,1,0,0,0
00002330.jpg,1,0,1,0,1,0,0,0
00002331.jpg,1,0,1,0,1,1,0,0
00002332.jpg,1,0,1,0,1,0,0,0
00002333.jpg,1,0,1,0,1,0,1,0
00002334.jpg,1,0,1,0,1,0,1,0
00002335.jpg,1,0,0,0,1,1,0,0
00002336.jpg,0,0,0,0,0,1,1,0
00002337.jpg,0,0,0,0,1,0,1,0
00002338.jpg,0,0,0,0,1,0,1,0
00002339.jpg,1,0,0,0,1,0,1,0
00002340.jpg,0,0,0,0,1,0,1,0
00002341.jpg,0,0,1,0,0,0,1,1
00002342.jpg,0,0,0,0,1,0,1,0
00002343.jpg,0,0,0,0,1,0,1,0
00002344.jpg,1,0,0,0,1,0,0,0
00002345.jpg,1,0,1,0,1,0,0,0
00002346.jpg,1,0,0,0,1,0,0,0
00002348.jpg,0,0,0,0,1,0,1,0
00002349.jpg,1,0,1,1,1,1,0,0
00002350.jpg,1,0,1,0,1,0,0,0
00002351.jpg,1,0,0,0,1,0,0,0
00002352.jpg,1,0,1,0,1,1,0,0
00002353.jpg,1,0,0,0,1,1,1,0
00002354.jpg,1,0,1,0,0,0,0,0
00002355.jpg,1,0,1,0,1,0,1,0
00002356.jpg,1,0,1,0,1,1,0,0
00002357.jpg,1,1,1,0,1,1,0,0
00002358.jpg,0,0,1,0,1,0,0,0
00002359.jpg,0,1,1,0,1,0,0,0
00002360.jpg,0,0,1,0,0,1,1,0
00002361.jpg,0,0,0,0,1,1,1,0
00002363.jpg,1,0,1,0,1,1,0,0
00002364.jpg,1,0,1,0,1,1,1,0
00002365.jpg,0,1,0,0,1,0,0,0
00002366.jpg,0,0,1,0,0,0,0,0
00002367.jpg,1,0,0,0,1,0,0,0
00002369.jpg,1,0,1,0,1,1,0,0
00002370.jpg,1,0,1,0,1,1,0,0
00002371.jpg,0,0,0,0,1,0,1,0
00002372.jpg,1,0,0,0,0,1,0,0
00002373.jpg,1,0,1,0,0,0,1,1
00002374.jpg,0,0,0,0,1,0,1,0
00002375.jpg,0,1,1,0,1,0,0,0
00002376.jpg,1,0,0,0,1,0,0,0
00002377.jpg,1,0,0,0,1,1,0,0
00002378.jpg,1,0,1,0,1,0,0,0
00002379.jpg,1,0,0,0,1,1,0,0
00002380.jpg,1,0,0,0,1,1,0,0
00002381.jpg,0,0,1,1,1,1,1,0
00002382.jpg,0,0,1,0,0,0,0,0
00002383.jpg,1,0,1,0,0,1,0,0
00002384.jpg,1,0,1,0,1,1,0,0
00002385.jpg,1,0,1,0,1,1,0,0
00002386.jpg,1,0,1,1,1,1,1,0
00002387.jpg,1,0,1,0,0,1,1,0
00002388.jpg,1,0,1,0,0,1,0,0
00002389.jpg,1,0,1,0,1,0,0,0
00002390.jpg,1,0,1,0,0,1,0,0
00002391.jpg,0,0,1,0,1,0,1,0
00002392.jpg,1,0,0,0,1,0,0,0
00002393.jpg,1,0,1,0,1,1,0,0
00002394.jpg,1,0,0,0,1,1,0,0
00002395.jpg,0,1,0,0,1,0,1,0
00002396.jpg,0,0,0,0,1,0,1,0
00002397.jpg,1,0,0,0,1,0,0,0
00002398.jpg,1,0,1,0,1,1,0,0
00002399.jpg,0,0,0,0,1,0,1,0
00002400.jpg,0,0,0,0,1,1,0,0
00002401.jpg,1,1,1,0,1,0,1,0
00002402.jpg,1,0,0,0,1,0,1,0
00002403.jpg,0,0,0,0,1,0,1,0
00002404.jpg,0,0,1,0,1,0,1,1
00002405.jpg,1,0,0,0,1,0,1,0
00002406.jpg,1,0,1,0,1,1,1,0
00002407.jpg,0,0,0,0,1,0,1,0
00002408.jpg,1,0,1,0,1,0,1,0
00002409.jpg,1,0,1,0,1,0,0,0
00002410.jpg,1,0,0,0,1,0,1,0
00002411.jpg,0,0,1,0,0,1,0,0
00002412.jpg,0,0,1,0,0,0,1,0
00002413.jpg,1,0,1,0,1,1,0,0
00002414.jpg,1,0,1,0,1,1,0,0
00002415.jpg,1,0,1,0,1,0,0,0
00002416.jpg,1,0,1,1,1,1,1,0
00002417.jpg,1,0,1,0,1,1,0,0
00002418.jpg,0,0,1,0,1,0,1,0
00002419.jpg,0,0,0,0,1,0,1,0
00002421.jpg,1,0,1,0,1,1,1,0
00002422.jpg,1,0,1,0,1,0,0,0
00002423.jpg,0,0,0,0,0,0,0,1
00002424.jpg,0,0,1,0,0,0,1,0
00002425.jpg,1,0,1,0,1,1,0,0
00002426.jpg,0,0,1,0,1,0,0,0
00002427.jpg,1,0,1,0,1,1,0,0
00002428.jpg,0,0,1,0,1,0,1,0
00002429.jpg,1,0,1,0,1,0,0,0
00002430.jpg,1,0,1,0,0,0,1,0
00002431.jpg,1,0,1,0,0,1,1,0
00002432.jpg,1,0,1,0,1,1,0,0
00002433.jpg,0,0,1,0,1,1,1,0
00002434.jpg,1,0,1,0,1,1,0,0
00002435.jpg,1,0,1,0,1,1,1,0
00002436.jpg,0,0,0,0,1,0,1,0
00002437.jpg,1,0,1,0,1,0,0,0
00002438.jpg,1,0,0,0,1,0,0,0
00002439.jpg,0,0,1,0,1,0,1,0
00002440.jpg,0,0,1,0,0,0,1,0
00002441.jpg,1,0,0,0,1,0,1,0
00002442.jpg,1,0,0,0,0,1,1,0
00002443.jpg,1,0,1,0,1,0,0,0
00002444.jpg,0,1,0,0,1,0,0,0
00002445.jpg,1,0,1,0,0,1,0,0
00002446.jpg,1,0,0,0,1,0,1,0
00002447.jpg,1,0,1,0,1,1,0,0
00002448.jpg,1,0,1,0,1,1,0,0
00002449.jpg,1,0,1,0,1,1,0,0
00002450.jpg,1,0,0,0,1,1,0,0
00002451.jpg,1,0,1,0,1,1,0,0
00002452.jpg,1,0,1,0,1,1,1,0
00002453.jpg,1,0,1,0,1,0,0,0
00002454.jpg,0,1,1,0,0,0,0,0
00002455.jpg,1,0,1,0,1,0,1,0
00002456.jpg,1,0,1,0,1,0,1,0
00002457.jpg,1,0,1,0,1,0,0,0
00002458.jpg,1,0,1,0,1,0,0,0
00002459.jpg,1,1,1,0,1,1,1,0
00002460.jpg,1,0,0,0,1,0,0,0
